12 + 20 + 20 + 20 === 80C - 8C

NA	29.541	51.822	56.939	57.61	57.6	55.298	57.038	48.121	48.144	49.429	55.14	62.011	60.333	65.673	65.398	58.195	57.876	65.618	63.052	59.008	53.225	63.626	61.976	61.843	62.579	62.177	61.813	59.293	60.256	57.658	59.108	58.57	66.991	62.091	67.655	61.233	60.299	59.271	59.511	60.332	55.1	63.577	64.308	62.028	63.674	58.091	62.451	62.032	62.082	64.45	55.079	71.16	67.071	69.871	75.47	65.776	65.391	70.413	69.172	57.98	62.488	70.564	66.536	74.569	69.548	62.92	65.504	64.083	65.207	57.907	62.453
29.663	NA	51.938	51.903	55.312	57.897	58.174	51.876	48.026	54.287	55.114	49.368	60.323	63.673	66.441	67.033	62.023	62	65.363	60.237	58.985	57.746	60.33	63.639	62.594	64.852	62.181	62.03	60.336	65.36	57.571	53.537	58.63	67.008	62.984	62.113	60.299	60.344	61.795	59.5	55.088	57.57	58.659	58.676	67.748	67.04	61.207	60.259	53.501	59.509	54.717	60.309	65.016	64.974	69.764	74.709	62.295	66.052	63.811	65.281	58.058	62.136	67.12	70.388	69.671	75.625	60.348	65.267	69.328	64.026	57.897	58.09
51.991	57.575	NA	29.575	48.147	48.146	54.722	48.071	53.828	55.253	58.541	53.599	53.39	53.58	58.154	58.22	56.967	56.978	58.41	59.871	51.606	53.66	53.618	53.624	58.026	58.205	57.31	56.356	60.312	60.34	51.666	51.584	60.326	56.965	60.336	59.829	63.573	66.801	58.465	58.457	56.879	61.676	60.308	62.882	63.779	63.712	59.839	63.638	58.546	53.622	56.634	56.692	66.153	63.517	67.092	67.088	61.63	67.044	67.038	65.369	56.981	57.413	63.822	63.615	68.426	67.417	58.634	58.656	62.394	62.557	56.974	55.185
51.791	51.779	29.598	NA	48.03	48.142	54.715	54.743	48.993	47.862	53.645	57.977	53.615	53.604	55.252	55.271	58.618	56.945	60.32	60.304	51.592	53.603	53.61	53.583	55.292	58.094	57.494	58.631	60.304	58.635	53.602	53.738	60.296	62.709	61.199	61.321	61.73	67.022	53.65	58.493	58.598	56.05	58.897	68.386	63.641	63.823	60.391	63.662	51.622	51.901	58.579	56.544	63.679	66.429	69.898	70.174	58.673	60.324	62.44	65.155	55.194	56.97	66.404	66.316	69.753	70.362	60.306	58.626	62.573	62.567	56.956	56.98
57.74	58.62	48.095	48.041	NA	29.591	53.618	53.625	51.708	53.8	58.538	55.3	48.074	48.219	56.955	53.038	51.624	56.977	56.946	57.177	51.94	51.933	54.745	54.734	60.307	56.928	53.612	56.959	57.251	63.667	55.252	47.822	61.286	63.78	57	62.898	65.393	65.342	56.679	57.713	58.649	58.657	60.305	60.302	58.87	58.885	65.329	63.586	55.688	55.629	58.597	62.253	60.702	61.429	64.989	68.398	61.633	57.243	66.369	58.571	59.074	58.487	60.338	61.454	65.356	71.61	57.623	56.816	60.336	60.293	53.603	53.59
57.97	55.524	48.158	48.194	29.589	NA	53.606	53.612	53.932	51.592	55.313	58.61	48.063	54.722	56.938	56.949	53.618	51.656	56.962	57.24	51.891	51.848	48.134	54.705	56.914	52.95	53.605	51.61	61.219	57.393	55.275	48.988	60.322	63.65	56.857	60.176	63.585	65.277	58.467	55.462	60.148	60.183	61.044	61.052	58.742	62.474	63.536	63.54	55.979	58.49	60.121	62.621	66.144	63.557	63.632	64.912	61.645	58.901	60.36	62.741	58.377	56.987	60.249	63.69	64.915	68.565	56.724	58.838	66.339	58.177	58.44	58.399
57.057	54.883	54.529	54.376	53.367	53.07	NA	29.36	53.675	53.616	58.018	51.385	57.126	57.489	63.001	62.872	60.214	62.716	64.855	64.006	55.202	56.85	57.77	57.835	61.581	61.532	60.195	63.332	66.309	75.265	58.628	58.988	66.64	63.635	66.374	66.328	62.864	60.301	55.666	61.709	56.503	59.947	60.342	60.372	67.601	65.614	65.34	65.291	61.854	58.68	60.356	60.323	69.27	67.281	72.498	72.189	65.339	65.39	70.001	70.009	63.54	61.389	67.206	69.896	75.399	72.391	62.531	67.269	67.57	67.566	61.985	59.958
58.163	51.949	54.702	54.706	53.599	53.569	29.601	NA	51.568	51.308	55.198	55.295	57.645	57.909	62.951	60.288	60.317	63.646	62.375	67.295	58.549	59.137	57.936	57.323	62.18	60.239	60.305	60.343	64.565	62.287	56.882	55.282	67.486	60.25	66.161	65.976	65.131	65.093	58.658	58.642	60.321	60.319	60.44	66.817	65.812	65.394	62.848	65.161	55.343	55.477	58.515	60.294	70.408	69.336	72.356	72.415	67.297	65.401	69.756	67.58	60.288	60.342	71.225	70.111	72.182	75.375	62.595	64.577	67.577	67.596	60.328	60.187
57.611	57.701	51.917	48.989	51.671	53.596	53.82	60.325	NA	29.568	53.916	54.559	58.525	55.29	61.054	60.329	59.067	53.569	55.315	62.227	54.354	48.106	56.971	56.954	63.674	60.313	57.901	58.956	57.947	55.23	54.315	48.07	61.135	60.3	58.622	64.253	57.318	57.347	54.314	57.395	55.921	53.585	53.6	58.531	62.051	64.016	65.173	65.196	56.731	48.221	52.751	52.614	62.796	60.19	70.317	70.35	62.378	55.209	65.606	65.71	53.455	58.732	66.045	66.084	70.935	71.03	57.879	55.323	65.905	65.895	53.586	53.593
57.603	52.453	49.009	51.864	51.391	53.571	60.264	56.957	29.506	NA	54.302	54.796	59.219	56.857	60.334	58.679	57.253	52.955	55.325	62.475	48.222	54.435	55.312	58.523	60.052	60.237	58.997	53.558	57.908	55.31	54.432	54.586	53.607	58.274	58.385	64.374	61.708	65.168	54.304	54.722	57.752	60.344	53.551	58.034	58.629	62.264	61.717	65.366	48.377	56.917	57.833	56.901	66.803	66.97	70.201	64.869	62.451	61.032	65.709	58.972	59.047	59.073	67.097	67.115	70.405	70.472	58.062	58.022	65.518	60.356	53.397	53.616
